video_id,channel_name,category,timestamp,comment,language,likes
imW392e6XR0,JimmyKimmelLive,entertainment,['2:15'],"2:15 Gary Oldman literally is soo chill, I love him 😂❤️, btw a great great actor🙏🏻❤️ lots of respect",en,23.0
imW392e6XR0,JimmyKimmelLive,entertainment,['0:23'],0:23 I think Captain America wrote that,en,22.0
imW392e6XR0,JimmyKimmelLive,entertainment,['0:53'],0:53 that aged like wine w/ the velma show,en,20.0
imW392e6XR0,JimmyKimmelLive,entertainment,['0:01'],0:01 what's happened to twitter logo?,en,18.0
imW392e6XR0,JimmyKimmelLive,entertainment,['1:04'],Lmaooo 1:04 that mean tweet was funny 😭😩 and the last one the way she responded 😂😂,en,18.0
imW392e6XR0,JimmyKimmelLive,entertainment,['0:55'],0:55 Mindy kaling proving the tweet right.... Was that supposed to be funny?,en,17.0
imW392e6XR0,JimmyKimmelLive,entertainment,['1:05'],1:05 Yep I think they may have got this one right😂,en,16.0
imW392e6XR0,JimmyKimmelLive,entertainment,['2:20'],2:20 IS THE BEST PART!!!!!,en,14.0
imW392e6XR0,JimmyKimmelLive,entertainment,['1:22'],I love ethan hawke but he 1:22 its true:’),en,13.0
nfpWAqK0YZE,AbroadinJapan,travel,['19:15'],"19:15 I just can't escape this, can I? EVEN in a video about Japan I just cannot escape that final season.",en,414.0
nfpWAqK0YZE,AbroadinJapan,travel,['24:45'],"24:45 Ya know ya got a real friend when they can gleefully cackle ""He's gonna die"" in your hours of hardship",en,91.0
nfpWAqK0YZE,AbroadinJapan,travel,['9:53'],9:53 ofcourse india is no1 in job satisfaction. Here even the boss comes 1hr late and leaves 2hr early.,en,45.0
nfpWAqK0YZE,AbroadinJapan,travel,['14:52'],"14:52 ""If you look at photos of Japanese politicians or CEOs, it's almost like a 'Where's Waldo' to try and find someone that isn't a 200 year old man""  Oh Chris. Thank you for the first genuine belly laugh of the day, you mad lad <3",en,44.0
nfpWAqK0YZE,AbroadinJapan,travel,['14:51'],"14:51 Chris randomly spreading covid by spreading his harsh ""P"" sound which was eloquently proven by Japanese to spread covid. Well done Japan. There it is. Deport him before he tries more harsh consonants.",en,41.0
nfpWAqK0YZE,AbroadinJapan,travel,['20:25'],"20:25 Doctor: depressed? Be more happy!   Depression: Understandable, have a nice day",en,39.0
nfpWAqK0YZE,AbroadinJapan,travel,['00:48'],"00:48 As a norwegian this warmed my heart :,)",en,36.0
nfpWAqK0YZE,AbroadinJapan,travel,['16:55'],"16:55 WOW, when a Brit tells you they are more comfortable with public affection than the Japanese are... holy molly.",en,35.0
nfpWAqK0YZE,AbroadinJapan,travel,['0:46'],"0:46 I gotta say Chris, as a Norwegian, Norway is certainly not perfect, I feel a bit stuck and lonely here And making friends in Scandinavia is probably even harder than in Japan. But I feel honored that you think that way",en,29.0
nfpWAqK0YZE,AbroadinJapan,travel,['20:27'],20:27 “You should be more happy”  😂😂 as myself suffer from depression I laughed till I passed out. Wrote the comment later 😂😂,en,22.0
nfpWAqK0YZE,AbroadinJapan,travel,['26:24'],26:24 me(AN INTROVERT):well that's going on my one of the reasons to move to japan list,en,21.0
nfpWAqK0YZE,AbroadinJapan,travel,['14:00'],"14:00 ""women have difficulty finishing (speaking), which is annoying"" Now this gave me giggle. I remember being in a cultural presentation seminar, and when time came for questions they gave the mic to a guy about the same age as the dude from the quote. And he started speaking and didn't stop. Ever. 30 minute presentation, 15 question time for one ""question"" that they had to cut short because they ran out of time. Did I mention that he was man?",en,21.0
nfpWAqK0YZE,AbroadinJapan,travel,['16:00'],"16:00 As an American woman who lived in Nagoya, Japan for 2 years.. the whole gender equality and sexual harassment issues really got under my skin. As a foreign woman in Japan I was sexually harassed by young and middle aged men at least once a month. They assume I don't know Japanese and heard really disgusting things.  Ill just say the impression that they believe all western women are promiscuous. Also they like to use dirty english words like ""pu**y"" and ""di*k"".",en,19.0
nfpWAqK0YZE,AbroadinJapan,travel,['3:25'],"3:25 on a school trip we stayed in a hotel and I spend the night talking with a friend about ""certain"" anime we watched. The next day the teacher informed us that the walls were thin",en,15.0
nfpWAqK0YZE,AbroadinJapan,travel,['14:00'],14:00 I told my wife about this quote last week. She still hasn’t stopped talking about it.,en,14.0
nfpWAqK0YZE,AbroadinJapan,travel,['20:25'],20:25 that's how I cured my depression. I was depressed for year then one day I just decided to be happy. True story. :D,en,14.0
nfpWAqK0YZE,AbroadinJapan,travel,['4:05'],"4:05 That sounds like someone had a severe case of OCD. If so, they probably weren't really having a good time either.",en,13.0
nfpWAqK0YZE,AbroadinJapan,travel,['9:55'],9:55 Mexico second place? I’m sure that’s a mistake. I know no one who’s satisfied at their work.,en,13.0
nfpWAqK0YZE,AbroadinJapan,travel,['26:25'],26:25 What you're describing here is exactly what it feels like to have anxiety. You can't turn it off and how others perceive you dictates everything you do in life.,en,12.0
nfpWAqK0YZE,AbroadinJapan,travel,['7:48'],7:48 Meanwhile in Germany the train is 20 minutes on delay already and the staff at the train station getting grumpy for asking when the train will arrive...,en,11.0
0pJU3jm0zkI,Olympics,sports,['2:05'],"2:05 ""Oh, the foot work is divine!"" 😂😂😂       That made me laugh 😂😂",en,660.0
0pJU3jm0zkI,Olympics,sports,['2:00'],2:00 He looks like a baby version of Yuri Plisetsky from “Yuri On Ice”.,en,558.0
0pJU3jm0zkI,Olympics,sports,['0:30'],0:30 Commentator: What a shot! Baby: What the googoo did I just do?,en,353.0
0pJU3jm0zkI,Olympics,sports,['0:39'],0:39 this clever kid managed to find a malfunction,en,189.0
0pJU3jm0zkI,Olympics,sports,['1:55'],1:55 Now that's what I call a GREAT performance,en,140.0
0pJU3jm0zkI,Olympics,sports,['00:47'],00:47 Tasting victory 😂😂😂,en,123.0
0pJU3jm0zkI,Olympics,sports,['00:49'],Kid :eats ice  Commendator: 00:49 Italy can taste the victory Me: Dead,en,30.0
0pJU3jm0zkI,Olympics,sports,['0:16'],0:16 torille,en,17.0
0pJU3jm0zkI,Olympics,sports,['1:59'],1:59 the kid looks like blond harry styles (Night changes 🌃✌️),en,12.0
0pJU3jm0zkI,Olympics,sports,['0:32'],The best moment at 0:32 Loved it,en,10.0
0pJU3jm0zkI,Olympics,sports,['0:46'],"0:46 ""Italy can taste the victory""  Snow is victory?",en,9.0
0pJU3jm0zkI,Olympics,sports,['0:23'],That baby at 0:23 I have never seen a more Canadian looking child.,en,7.0
0pJU3jm0zkI,Olympics,sports,['1:29'],1:29 we are the Jamaican bobsled team!  - Cool Runnings,en,6.0
0pJU3jm0zkI,Olympics,sports,['00:50'],00:50 and now Italy is chewing Victory,en,6.0
0pJU3jm0zkI,Olympics,sports,['1:34'],1:34 that was a great pun,en,6.0
0pJU3jm0zkI,Olympics,sports,['0:59'],0:59 Switzerland. Not messing around here 3 seconds falls over😂,en,6.0
0pJU3jm0zkI,Olympics,sports,['0:15'],0:15  Heart Break 💔,en,5.0
0pJU3jm0zkI,Olympics,sports,['1:53'],1:53 🥺 2:21 the smilessss,en,5.0
0pJU3jm0zkI,Olympics,sports,['00:37'],"@ 00:37 ""Oh no! It seems to be a malfunction"" 😂😂😂 if this isn't satire then i don't know what it is then. Let that be an adult...",en,4.0
0pJU3jm0zkI,Olympics,sports,['3:16'],"“Yes, God loved the world so much that he gave his only Son, so that everyone who believes in him would not be lost but have eternal life. God sent his Son into the world. He did not send him to judge the world guilty, but to save the world through him.” ‭‭John‬ ‭3:16-17‬ ‭ERV‬‬- Turn to Christ and repent 💕",en,4.0
By_Cn5ixYLg,PewDiePie,gaming,['3:36'],"3:36 what an intelligent guy!, I sure hope that he hasn’t visited any suspicious island!!!",en,192.0
By_Cn5ixYLg,PewDiePie,gaming,['0:32'],0:32 WHY ID THIS SOUND TRENDING IN 2024,en,62.0
By_Cn5ixYLg,PewDiePie,gaming,['3:36'],"3:36 Well, unfortunately his body wasn’t totally limited from partaking in certain things.",en,36.0
By_Cn5ixYLg,PewDiePie,gaming,['4:38'],4:38 what is this sound effect,en,31.0
By_Cn5ixYLg,PewDiePie,gaming,['1:45'],1:45 I didn’t realize he just threw the stick backwards,en,23.0
By_Cn5ixYLg,PewDiePie,gaming,['2:36'],2:36 seeing little tay 6 years ago I would've never imagined what what she would become now just sad to see ...,en,23.0
By_Cn5ixYLg,PewDiePie,gaming,['2:11'],2:11 7 years later and I still dont know where this markiplier clip is from,en,19.0
By_Cn5ixYLg,PewDiePie,gaming,['1:04'],1:04 who also understood: ''Re wind time ya''?,en,19.0
By_Cn5ixYLg,PewDiePie,gaming,['3:29'],3:29 this was really heartbreaking,en,14.0
By_Cn5ixYLg,PewDiePie,gaming,['3:21'],"3:21 5 years later, still beyond pissed that they didn't include XXXTENTACION.",en,12.0
By_Cn5ixYLg,PewDiePie,gaming,['4:30'],Im rewatching this and heard a weird noise at 4:30,en,9.0
By_Cn5ixYLg,PewDiePie,gaming,['4:36'],4:36 I was included in history. I can now rest in peace.,en,9.0
By_Cn5ixYLg,PewDiePie,gaming,['4:25'],"4:25 Ah yes, the ligma pandemic",en,8.0
By_Cn5ixYLg,PewDiePie,gaming,['0:57'],Its rewind time everybody 0:09 0:30 0:57 1:11 1:26 1:38 1:52 4:10 4:24 4:51,en,8.0
By_Cn5ixYLg,PewDiePie,gaming,['0:05'],0:05 Pewds was trying so hard to stop his laugh,en,8.0
By_Cn5ixYLg,PewDiePie,gaming,['5:03'],5:03 what song is this?,en,7.0
By_Cn5ixYLg,PewDiePie,gaming,['3:22'],"This is  rewind , youtube your is not rewind at least pew rewind people who did amazing jobs 3:22 and youtube just remember fortnite but not stephen       Rewind time EVERYBODY!!!!!",en,7.0
By_Cn5ixYLg,PewDiePie,gaming,['3:40'],3:40 that didn't age well. but he technecly explored little children 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,en,7.0
By_Cn5ixYLg,PewDiePie,gaming,['1:29'],"1:29 Thanos, Peter Griffin in Garfield's body and the Spanish word/song name Despacito",en,7.0
By_Cn5ixYLg,PewDiePie,gaming,['3:36'],3:36 this didnt age well...,en,7.0
23EfsN7vEOA,Olympics,sports,['4:22'],"The synchronization with the music at 4:22, the look on Yuzuru's face, and everything that comes after is so memorizing. It will forever be one of my favorite moments in skating.",en,808.0
23EfsN7vEOA,Olympics,sports,['4:22'],4:22 THAT step sequence and hydroblade really got me on the knees and bawling. So beautiful. Will never be bored. I’ve watched this video 10x more already,en,578.0
23EfsN7vEOA,Olympics,sports,['4:25'],I get goosebumps at 4:25 every single time! His presence and performance quality is so strong,en,543.0
23EfsN7vEOA,Olympics,sports,['7:55'],I love how supportive and excited his coaches are when he’s skating. Especially when the one jumps at 7:55 .,en,536.0
23EfsN7vEOA,Olympics,sports,['4:25'],"4:25 this part. It's so bright, warm, triumphant, and dramatic. It's like the spotlight's only on him and the world is watching with bated breath. He's just so unreal.",en,484.0
23EfsN7vEOA,Olympics,sports,['5:39'],"That moment (5:39) when Yuzuru Hanyu touched his injured foot... I just couldn't help but tear up. It didn't let him down and it really hang in there.  When it comes to him, sometimes I feel like words aren't enough. His skating speaks for itself. Incredible!!",en,469.0
23EfsN7vEOA,Olympics,sports,['5:14'],5:14 One of the most satisfying things I've seen in my life  The shower of toys tho 😂😂,en,460.0
23EfsN7vEOA,Olympics,sports,['4:20'],"4:20 It is beautiful the way Yuzuru lives every second of his presentation, it was art what he did, one as a spectator can feel the passion and dedication of Yuzuru and that moved me",en,415.0
23EfsN7vEOA,Olympics,sports,['4:23'],"4:23 this moment was magical. The fact they he managed to not only recreate the same feelings here, he was somehow able to make it even grander 5yrs later. At a sold out Tokyo Dome. As an encore to a 3hr solo ice show. With PYROTECHNICS. Truly, there's no one like him",en,336.0
23EfsN7vEOA,Olympics,sports,['4:35'],4:35 that move and the synchronization with the music chef's kiss,en,324.0
23EfsN7vEOA,Olympics,sports,['4:22'],To me 4:22 is the moment he really started to have fun 😁,en,315.0
23EfsN7vEOA,Olympics,sports,['4:24'],4:24 this is what pure excitement and passion looks like huh WHAT AN ABSOLUTE KING,en,202.0
23EfsN7vEOA,Olympics,sports,['5:38'],"At 5:38 you can tell his right ankle, the one he injured badly, is giving him serious pain. And this was AFTER strong painkillers. How he managed to even finish this program is unbelievable.",en,202.0
23EfsN7vEOA,Olympics,sports,['1:56'],"Yup, I saw it too but for me he didn't dance, he hunted a small deer with bow and arrow. Especially on 1:56",en,195.0
23EfsN7vEOA,Olympics,sports,['0:34'],0:31 me : aww look at his handsome n cute face 0:34 also me: i-  dying of his duality,en,193.0
23EfsN7vEOA,Olympics,sports,['5:21'],"5:21 When he opened his mouth, there were screams from the background, so it looked like he was screaming.😂😂😂",en,192.0
23EfsN7vEOA,Olympics,sports,['4:36'],"4:36 the FEELS! The music, the move, it's like he's riding on the icy winds then he opens his heart! I LOVE IT!",en,111.0
23EfsN7vEOA,Olympics,sports,['4:23'],4:23 The happiest moment of his life!,en,105.0
23EfsN7vEOA,Olympics,sports,['2:29'],I said it and I'll say it again 2:29 that detail with his left foot - amazing.,en,99.0
23EfsN7vEOA,Olympics,sports,['4:21'],It's a shame that the camera didn't catch Yuzuru's expression from the front at 4:21 where he stretched his arms to the beat,en,91.0
ss9ygQqqL2Q,fallontonight,variety show,['2:15'],"repeat Ari sings Christina Aguilera ""The Wheels on the bus"" 2:15 2:15 2:15 2:15 2:15 2:15 2:15",en,968.0
ss9ygQqqL2Q,fallontonight,variety show,['2:12'],2:12 The Christina impression will forever be ICONIC,en,966.0
ss9ygQqqL2Q,fallontonight,variety show,['5:05'],Ariana's first impression 0:23 Ariana's second impression 2:07   💙 Ariana's third impression 5:05  have a great day:),en,905.0
ss9ygQqqL2Q,fallontonight,variety show,['4:45'],0:20 2:00 4:45  You're welcome people,en,877.0
ss9ygQqqL2Q,fallontonight,variety show,['2:09'],she sings wheels on the bus at 2:09 your welcome,en,836.0
ss9ygQqqL2Q,fallontonight,variety show,['4:48'],4:48 Ariana makes the joke first and Jimmy says it faster and louder before she can finish haha wtf,en,312.0
ss9ygQqqL2Q,fallontonight,variety show,['2:15'],2:15 This goes out to everyone who says Ariana can’t sing.,en,295.0
ss9ygQqqL2Q,fallontonight,variety show,['5:09'],5:09 and on was the best part!!!,en,230.0
ss9ygQqqL2Q,fallontonight,variety show,['5:01'],5:01 Wow... just wow I didn’t expect that 💯,en,229.0
ss9ygQqqL2Q,fallontonight,variety show,['2:14'],2:14 to 3:17 is goals 👌👑🙊,en,212.0
ss9ygQqqL2Q,fallontonight,variety show,['3:47'],3:47 I CAN'T FEEL MY FACE duo is SUPERB 👌👌👌👌👌,en,208.0
ss9ygQqqL2Q,fallontonight,variety show,['0:28'],0:28 2:15 5:07 Here the ari parts  :),en,204.0
ss9ygQqqL2Q,fallontonight,variety show,['5:00'],"Who just wants to see ariana. First, 0:23. Then, 2:05.  finally, 5:00  I want my likes jejejjej",en,201.0
ss9ygQqqL2Q,fallontonight,variety show,['2:00'],2:00 2 years later and Wheels on the Bus STILL gets me shook. And I'm not even a fan of Ariana's music.,en,167.0
ss9ygQqqL2Q,fallontonight,variety show,['2:24'],JImmy @ 2:24  Me the whole time she sang XD,en,157.0
ss9ygQqqL2Q,fallontonight,variety show,['2:15'],2:15 CAN WE JUST TAKE A MOMENT TO APPRECIATE THIS!,en,154.0
ss9ygQqqL2Q,fallontonight,variety show,['5:02'],First Ariana Impression 0:23 second Ariana Impression 2:06 Third Ariana Impression 5:02,en,149.0
ss9ygQqqL2Q,fallontonight,variety show,['2:16'],This girl is small but has such a big voice and the Christina Aguilera she was AWES😎ME at it for the people who said she can't sing people watch her at 2:16 till the end cause she is freakin amazing at it,en,144.0
ss9ygQqqL2Q,fallontonight,variety show,['2:17'],A all the toddlers are SHOOK at 2:17,en,131.0
ss9ygQqqL2Q,fallontonight,variety show,['2:05'],Skip to 2:05. You're welcome.,en,131.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['3:37'],"3:37 ""You know, I want to be a teacher someday, just like you. How'd you get this job?"" ""I moved to Hollywood when I was 14 and got tricked."" SO META!",en,48.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['0:52'],0:52 stares straight at the cue cards,en,34.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['5:00'],5:00 was the best part of the whole sketch 😆,en,24.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['2:30'],I'm 2:30 in and still waiting for this to get funny.,en,18.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['2:01'],2:01 She doesn't pick up on social cues,en,16.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['1:06'],"1:06 that flat ""what?"" is great",en,14.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['0:38'],0:38 😏wow showing off huh,en,12.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['1:02'],Oh look its Amy Schumer 1:02,en,12.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['3:44'],Nice dark humor at 3:44,en,12.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['1:51'],1:51 OchMyCrooot,en,10.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['0:57'],0:57 Mooney was like 'well lets go then'. lol,en,9.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['1:40'],1:40 dog: help my please,en,7.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['7:32'],7:32 I love this part!! must Watch!!!,en,6.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['3:55'],ohhh big Test Tomorrow 3:55,en,5.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['3:10'],Anyone notice the clock 3:10,en,3.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['5:05'],5:05 Holy shit he's a time traveler. He hot that from cuphead,en,3.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['1:07'],And the “what” at 1:07 lmao,en,3.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['3:27'],"3:27, she reminds me of Jennifer, except this character is doing much less complaining how her household members are Trump supporters.",en,2.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['2:36'],2:36 Legit though it was dokkaebi 😂😂,en,2.0
iOGHJMS0QT0,SaturdayNightLive,comedy,['2:38'],"2:38 “Bye, Miss Dayworth.” “Buuh.” Haha, Amy Schumer is great in this",en,1.0
F2xv4fba65U,TheDailyShow,talk show,['7:06'],"""... the KKK is still around; they have not va-K-K-Kated their premises..."" (7:06)",en,388.0
F2xv4fba65U,TheDailyShow,talk show,['8:16'],"And here we are four years later and the question still remains: what is the ""right way"" for a person of color to protest? Trevor nails it @ 8:16, and TL's response is fat-headed, as expected.",en,265.0
F2xv4fba65U,TheDailyShow,talk show,['12:35'],12:35 thats her true opinion she was trying to hide. People protest because they are victims.,en,142.0
F2xv4fba65U,TheDailyShow,talk show,['25:17'],"Ezekiel 25:17 um they’ve been been quarantined? Because they’re trying to live? Unlike the dumbasses that decide to dangerously protest shutdown from COVID-19 in large groups, which then leads to the spread of the virus in the first place.",en,80.0
F2xv4fba65U,TheDailyShow,talk show,['13:33'],"13:33 “The things that he was saying that was touching people”  “Yes, he was touching people”  I- I don’t think she got the joke💀",en,56.0
F2xv4fba65U,TheDailyShow,talk show,['7:44'],The look of genuine confusion and disbelief on Trevor’s face when he said “Did you say ‘what did the KKK do?’”😂😂😂😂😂😂 7:44,en,29.0
F2xv4fba65U,TheDailyShow,talk show,['6:35'],"6:30-6:35...""I dont see color""... ""what do you do at a traffic light?"" 😭😂😭😂👏🏾",en,27.0
F2xv4fba65U,TheDailyShow,talk show,['11:18'],11:18 how many times to black people have to explain black oppression? Girl read a book.,en,22.0
F2xv4fba65U,TheDailyShow,talk show,['1:43'],1:43 2020 has entered the chat,en,19.0
F2xv4fba65U,TheDailyShow,talk show,['5:32'],"5:32 That cut was slick, but she walked out mid interview.",en,19.0
F2xv4fba65U,TheDailyShow,talk show,['12:37'],"the answer is basically at 12:37. She says ""i don't protest, because I'm not a victim"". she seems to just not believe that black people experience oppression in America. interview was doomed from the start",en,18.0
F2xv4fba65U,TheDailyShow,talk show,['12:34'],"12:34 ""so how do you protest? ...  I don't because i'm not a victim"" EXACTLY she said it herself!!!! jesus she's very narrow minded",en,17.0
F2xv4fba65U,TheDailyShow,talk show,['9:00'],"​   Hi! I, unfortunately, did subject myself to watching this and paid extra close attention after the 9:00 mark. I'm slightly confused though as to what the point of sharing it was? And to be honest, I'm completely confused as to what the point of Fox sharing the details of the deaths were? I didn't hear anything that refuted a single thing that Trevor said? The point of the Black Lives Matter movement is that Black people are being killed by white police officers DISPROPORTIONATELY to white people in this country. For as many cases of people being shot and killed after attacking police officers that were mentioned in the video, there are just as many cases of completely innocent people being killed. But Fox refuses to acknowledge that, right? A lot of these things go both ways, I'd be careful with who you dare to watch things.",en,13.0
F2xv4fba65U,TheDailyShow,talk show,['10:35'],10:35 So a black man silently kneeling in protest is “aggressive” to her,en,11.0
F2xv4fba65U,TheDailyShow,talk show,['6:24'],6:24 !!! I Don't See Color !  Trevor Noah: So What Do You Do At A Traffic Light ? #Busted 🤣😭😂😭,en,10.0
F2xv4fba65U,TheDailyShow,talk show,['10:15'],Tomi Lauren; 10:15 -10:20  Also her on Twitter: WhY cAnT i HaVe My  CoNfEdErAtE fLaG iTs JuSt A pIeCe Of ClOtH iTs NoT hUrTiNg YoU,en,6.0
F2xv4fba65U,TheDailyShow,talk show,['1:45'],1:45 HAHAH whos not accepting the result and moving on now??? THIS IS RICH,en,6.0
F2xv4fba65U,TheDailyShow,talk show,['06:21'],At 06:21 she says she doesn't see colour and at 10:56 She got a taste of her own medicine. damn  Trevor was on fire..🔥🔥,en,6.0
F2xv4fba65U,TheDailyShow,talk show,['1:45'],Minute 1:45 “Time to move on”   In the words of Michael Scott  “How the turnt tables have turned”,en,6.0
F2xv4fba65U,TheDailyShow,talk show,['5:35'],Chika McVincent Very correct. Did you notice the choppy section cut out from 5:35? She had valid points and Trevor edited something out,en,6.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['2:15'],broke my replay button at 2:15,en,564.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['2:55'],2:55 -  JL: My pictures never came out. LiveLeak: Hold my beer,en,493.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['2:42'],"2:42 ""You don't have my pictures.""  Yes we have sweetie... We all have",en,241.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['0:57'],"0:57. ""Here's the thing: your sweater has eyeballs."" I'm thinking, ""So does your skirt."" lol",en,149.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['2:16'],I keep replaying 2:16 to 2:23 omg 😂😂😂,en,99.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['2:15'],LOL 2:15 that was the reason why he is on The Danish Girl  Seeing Jlaw and Eddie together is awesome loaded with awesomeness. They are my favorite actress and actor. I hope they will make a movie together! I ship them <3,en,57.0
Kjp3PTeXBew,OfficialGrahamNorton,variety show,['2:07'],"2:07-2:24 absolutely killed me. i love u Eddie. i know ur probably never gonna see this tho. cus u know ""eddie, u movie star""😂😂😂😂😂😂😂😂😂😂",en,51.0
